title,brand,price,url,img,description,source,sold,priceOnRequest
Omega Constellation Megaquartz 196.0015,Omega,1650,https://www.shucktheoyster.com/portfolio/omega-constellation-megaquartz-196-0015/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/22_007-1.jpg,"DIAL: Silvered tritium dial, steel tritium hands · CASE: Stainless steel watch case with screwdown caseback · DIAMETER: 37mm · MOVEMENT: Quartz movement, cal. 1310, serial: 37900626 · BRACELET: Omega stainless steel bracelet 1037 · CONDITION: Overall the watch is in excellent condition. Dial and hands are in excellent condition, all original. The watch case is in very good condition, unpolished. The movement is also in very good condition. The watch was just serviced by our watchmaker, new batteries, thus is in very good running condition, keeping very accurate time . The watch comes from the first owner in Cologne, Germany. Truly beautiful timepiece.",Shuck the Oyster,False,False
Omega De Ville 14k Ladies Watch,Omega,1250,https://www.shucktheoyster.com/portfolio/omega-de-ville-14k-ladies-watch/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/7_009-1.jpg,"DIAL: Original gold dial, gold dauphine hands · CASE: 14k gold watch case, signed Omega, serial: 5117012 · DIAMETER: 24mm · MOVEMENT: High grade Omega manual wind movement cal. 625, serial: 38029624 · STRAP: Black perlon strap · CONDITION: Overall, the watch appears to be in good condition. The original dial is in good condition. The watch case appears to be unpolished. The recently serviced watch is in excellent running condition, keeping accurate time (260°, +2s/d). The watch was acquired from the family of the first owner in Germany.",Shuck the Oyster,False,False
Omega De Ville Rectangular Jumbo,Omega,1750,https://www.shucktheoyster.com/portfolio/omega-de-ville-rectangular-jumbo/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/23_007-1.jpg,"DIAL: Silvered dial, steel hands · CASE: Stainless steel watch case with snap-in caseback · DIAMETER: 50x27mm · MOVEMENT: Automatic Omega movement · BRACELET: Omega stainless steel bracelet · CONDITION: Overall the watch is in excellent ‘untouched’ condition. Dial and hands are in very good condition, all original. The watch case is in excellent condition, unpolished. The movement is also in very good condition. The watch was just serviced by our watchmaker, runs with an amplitude over 260°, thus is in very good running condition, keeping very accurate time (+2s/d). The watch comes from the first owner in Belgium. Truly beautiful timepiece.",Shuck the Oyster,False,False
Omega Geneve Vintage Watch 166.0166,Omega,1450,https://www.shucktheoyster.com/portfolio/omega-geneve-vintage-watch-166-0166/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/16_007-1.jpg,"DIAL: Silvered tritium dial, steel tritium hands · CASE: Stainless steel watch case with screw down caseback · DIAMETER: 35mm · MOVEMENT: Automatic movement, cal. 1012, serial: 37303529 · STRAP: Original Omega strap with original buckle · CONDITION: Overall the watch is in excellent condition. Dial and hands are in excellent condition. The unpolished watch case is in very good condition. The movement is in excellent condition. The watch was just serviced by our watchmaker, runs with an amplitude over 275°, thus is in very good running condition, keeping very accurate time (+4s/d). The watch comes from a private estate in Spain. The watch comes with its original box.",Shuck the Oyster,False,False
Omega Seamaster 300 168.1623 'James Bond',Omega,2900,https://www.shucktheoyster.com/portfolio/omega-seamaster-300-168-1623-james-bond/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/1_004-1.jpg,"DIAL: Gray/blue wave pattern luminous dial, steel luminous hands · CASE: Stainless steel lyre lug case with screwdown caseback · DIAMETER: 41mm · MOVEMENT: High grade, Omega calibre 1109, serial: 497270 · BRACELET: Original Omega stainless steel bracelet · CONDITION: Overall, the watch is in excellent condition. Dial and hands are in excellent condition, both retaining original lume. The original bezel is in very good condition, showing a nice fading. The watch case appears to be in excellent, unpolished condition. The watch was just serviced by our watchmaker, thus running strong with a high amplitude, keeping accurate time (285°, +2s/d). The watch was acquired from the first owner in Bonn, Germany.",Shuck the Oyster,False,False
Omega Speedmaster Professional 105.012-66 CB,Omega,8500,https://www.shucktheoyster.com/portfolio/omega-speedmaster-professional-105-012-66-cb-5/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/3_007-1.jpg,"DIAL: Matte, black ‘step dial’ with baton, tritium hour markers · CASE: Stainless steel CB watch case screwdown caseback · DIAMETER: 40mm · MOVEMENT: High grade Omega calibre 321, serial: 24539998 · BRACELET: Original Omega 1171/1 stainless steel bracelet · CONDITION: Overall the watch is in very good condition. The original matte dial is in excellent condition, retaining original tritium lume that has perfectly aged to a homogenous vanilla colour. The charismatic CB case appears to be in very good condition. The original crystal shows the Omega logo. The bezel is a 1:1 reproduction of the original DON bezel. The watch was just serviced by our watchmaker (280°, +2s/d). The watch was acquired from a collector in Rome, Italy.",Shuck the Oyster,False,False
Rolex Submariner 16610 FULL SET,Rolex,8900,https://www.shucktheoyster.com/portfolio/rolex-submariner-16610-full-set-2/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/15_008-1.jpg,"DIAL: Glossy, black dial tritium dial, steel Mercedes tritium hands · CASE: Stainless steel watch case, with screwdown caseback; serial: S496585 · DIAMETER: 39mm · MOVEMENT: High grade, automatic movement, calibre 3135 · BRACELET: Original Rolex oyster bracelet 93150 with 501B endlinks and T5 clasp code · CONDITION: Overall the watch is in excellent condition. Dial and hands are flawless. The watch case appears to be very good condition, still thick and sharp. The bracelet is in very good condition, fully linked. The recently serviced watch runs with an amplitude of over 280° and shows no time deviation. The watch comes as a complete full set incl. punched papers, calendar, brochures, etc. Great set!",Shuck the Oyster,False,False
Rolex Submariner 5513 Tropical Gilt Dial WOW!,Rolex,30500,https://www.shucktheoyster.com/portfolio/rolex-submariner-5513-tropical-gilt-dial-wow/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/35_005-2.jpg,"DIAL: Gilt, tropical tritium dial, steel Mercedes tritium hands · CASE: Stainless steel watch case, with screwdown caseback; serial: 1392086 · DIAMETER: 39mm · MOVEMENT: High grade, automatic movement, calibre 1520 · BRACELET: Original, correct, 6636 stainless steel  riveted bracelet stamped 2/66 · CONDITION: Overall the watch is in very good condition. The dial show a beautiful, homogeneous tropical spider patina. The hands were professionally colour matched. The watch case appears to be in very good condition, still thick. The original bevels are still clearly visible. The lugs are equally thick. The original MK2 long five bezel shows a light fade. The watch was just serviced by our watchmaker, now in excellent running condition, keeping very accurate time (270°; +-2s/d). The unpolished bracelet is in very good condition, retains good tension. The example at hand is in highly collectible condition. The watch has an interesting provenance.",Shuck the Oyster,False,False
Seiko 6217 Vintage Diver 62MAS,Seiko,3950,https://www.shucktheoyster.com/portfolio/seiko-6217-vintage-diver-62mas-6/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/27_005-1.jpg,"DIAL: Glossy, anthracite luminous dial, steel luminous hands · CASE: Stainless steel watch case with screwdown caseback, serial: 6917559 · DIAMETER: 39mm · MOVEMENT: High grade, automatic high beat calibre 6217A · STRAP: New, handmade Italian pigskin leather strap · CONDITION: Overall, the watch is in very good condition. The dial is flawless. Both dial and hands retain their original lume. The watch case appears to be absolutely unpolished and untouched preserving the original cut. The faded bezel is in good condition. The watch was just serviced, running with a very high amplitude, keeping very accurate time (250°; +4s/d). The watch comes from a collector in France. A very nice and rare example.",Shuck the Oyster,False,False
Sinn Vintage Chronograph 147 RARE NOS,Other,2850,https://www.shucktheoyster.com/portfolio/sinn-vintage-chronograph-147-rare-nos-2/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/6_007-1.jpg,"DIAL: Original, black tritium dial, white tritium hands · CASE: Stainless steel watch case with snap-in caseback · DIAMETER: 40mm · MOVEMENT: High grade, automatic wind Lemania, calibre 5100 · STRAP: Original, stainless steel bracelet · CONDITION: Overall, the watch is in mint condition. The original dial and hands remain in very good condition, with a beautiful lume patina. Both dial and hands retain original tritium lume. The watch appears to be unpolished with clean and sharp chamfers. It shows residue of the original purple protective foil. The watch was just serviced by our watchmaker, thus in very good running condition, keeping accurate time; 270°; +10s/d. The watch comes from a Sinn collector in Italy.",Shuck the Oyster,False,False
Zenith G583 Vintage Chronograph,Zenith,8900,https://www.shucktheoyster.com/portfolio/zenith-g583-vintage-chronograph-2/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/24_003-1.jpg,"DIAL: Original, gold tritium dial, gold tritium hands · CASE: 18k gold watch case with snap-in caseback, serial: 009E348 · DIAMETER: 37mm · MOVEMENT: High grade manual wind movement, calibre 3019PHC, 17 jewels · STRAP: New, Italian handmade, calf leather racing strap · CONDITION: Overall, the watch is in excellent condition. Dial and hands are in excellent, flawless condition. Both retain their original lume, that has aged to a homogenous, orange colour. The watch case appears to be in very good condition. The watch was just serviced by our watchmaker, now in excellent running condition, keeping very accurate time (265°, +2s/d). A very beautiful and rare timepiece in investment grade condition. Only 350 pieces ever made.",Shuck the Oyster,False,False
Heuer Monaco 1133G Vintage Chronograph,Heuer,6800,https://www.shucktheoyster.com/portfolio/heuer-monaco-1133g-vintage-chronograph-4/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/32_003-1.jpg,"DIAL: Gray, tritium dial, steel tritium hands · CASE: Stainless steel watch case with push-in caseback, serial: 251017 · DIAMETER: 40x40mm · MOVEMENT: High grade, automatic movement, calibre 11, signed Heuer · BRACELET: Original, NSA Heuer stainless steel bracelet · CONDITION: Overall, the watch is in excellent condition. Dial and hands are almost flawless, both retaining original tritium luminous, that has aged to a custard colour. The watch case appears to be unpolished. The watch was just serviced by our watchmaker, runs with a high amplitude and keeps accurate time. (+290; 3s/d). An Absolute classic at a reasonable price.",Shuck the Oyster,False,False
Rolex Submariner 16610LV MINT,Rolex,16800,https://www.shucktheoyster.com/portfolio/rolex-submariner-16610lv-mint/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/14_022-1.jpg,"DIAL: Glossy, black dial tritium dial, steel Mercedes tritium hands · CASE: Stainless steel watch case, with screwdown caseback; serial: F021537 · DIAMETER: 39mm · MOVEMENT: High grade, automatic movement, calibre 3135 · BRACELET: Original Rolex oyster bracelet 93250 AD8 clasp code · CONDITION: Overall the watch is in mint condition. Dial and hands are flawless. The watch case appears to be unpolished. The bracelet is in very good condition, fully linked, no stretch. The recently serviced watch runs with an amplitude of over 270° and shows no time deviation. The watch comes as a nice set incl. Original box, calendar, brochures, Rolex Service 03/21 etc.",Shuck the Oyster,False,False
IWC Aquatimer Supercompressor GST2000 3536 PAPERS,IWC,4900,https://www.shucktheoyster.com/portfolio/iwc-aquatimer-supercompressor-gst2000-3536-papers/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/05/17_018-1.jpg,"DIAL: Original, matte black dial with tritium and luminova luminous, white luminova hands · CASE: Titanium watch case with screwdown caseback, serial: 2825527 · DIAMETER: 42 mm · MOVEMENT: Automatic wind movement, calibre 37524, serial: 2760931 · BRACELET: Titanium IWC bracelet · CONDITION: Overall, the watch is in excellent, unpolished condition. Dial and hands show original tritium and luminova. Excellent condition on both. The watch case is unpolished, very sharp. The bezel works perfectly. The watch was just serviced by our watchmaker, runs with a high amplitude and keeps accurate time. (+270°; +5s/d). A nice and rare neovintage diver by IWC. The watch comes from a collector in Duesseldorf, Germany.",Shuck the Oyster,False,False
Breitling Original Leather Strap 18mm,Breitling,90,https://www.shucktheoyster.com/portfolio/breitling-original-leather-strap-18mm/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/10_009.jpg,,Shuck the Oyster,False,False
Bovet Vintage Chronograph Oversize Impermeable Pressione 5347,Bovet,13500,https://www.shucktheoyster.com/portfolio/bovet-vintage-chronograph-oversize-impermeable-pressione-5347-3/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/36_007-1.jpg,"DIAL: Black, gray gilt radium dial, steel radium hands · CASE: Large Stainless steel waterproof watch case; serial: 122; lug: 122 · DIAMETER: 38mm · MOVEMENT: Manual wind, high grade, Valjoux 84 mono- rattrapante calibre · STRAP: New, black, handmade Italian pigskin leather strap · CONDITION: Overall, the watch is in excellent condition. The black gilt dial has assumed a very nice, homogenous patina, and remains in excellent condition. Dial and hands retain original radium that has aged homogeneously. The watch case appears to be in very good condition, unpolished. The chronograph, including the mono-rattrapante feature is working properly. The watch has great appeal due to its beautiful two colour dial, large high pressure watch case, oversize pump pushers and matching last 3 numbers on lug and inner caseback. The watch was just serviced by our watchmaker, thus in excellent running condition, sounding super crisp, keeping accurate time (290°; +6s/d). The watch was acquired from a collector in the US. The example from the book FERO &#8211; 150 steel chronographs. Important watch!",Shuck the Oyster,False,False
Doxa SUB 200 Coralline Vintage Diver 8999-4,Doxa,2500,https://www.shucktheoyster.com/portfolio/doxa-sub-200-coralline-vintage-diver-8999-4/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/27_008-1.jpg,"DIAL: Original, orange dial with tritium luminous mass, black hands · CASE: Stainless steel watch case with screwdown caseback, serial: 6670850 · DIAMETER: 26mm · MOVEMENT: Automatic movement, calibre ETA 2783 · BRACELET: Original Doxa stainless steel bracelet, max length 19cm · CONDITION: Overall the watch is in excellent condition. The dial is flawless. Dial and hands retain original tritium luminous, that has aged homogeneously.. The watch case is unpolished, in excellent condition, and very sharp. The watch was recently serviced, runs with a very high amplitude, keeping very accurate time (260°, +1s/d). The watch comes from a private estate in Germany, fresh to the market. An absolutely epic Junior size diver, that will enrich any serious, stylish collection.",Shuck the Oyster,False,False
Enicar Aqua Graph 072/002,Enicar,5990,https://www.shucktheoyster.com/portfolio/enicar-aqua-graph-072-002/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/30_003-1.jpg,"DIAL: Matte, black tritium dial, tritium hands · CASE: Stainless steel Piquerez watch case with screwdown caseback · DIAMETER: 40,5mm · MOVEMENT: High grade, automatic movement, cal. Valjoux 72 · STRAP: New, Italian handmade, black pigskin leather strap · CONDITION: Overall, the watch is in very good condition. The dial appears to be in very good condition. Dial and hands retain original tritium luminous. The watch case appears to be unpolished, very sharp. The watch was just serviced by our watchmaker, runs with a high amplitude and keeps accurate time. (+270°; +3s/d). The watch comes from a collector in Berlin, Germany. Altogether a very nice and rare tool chronograph.",Shuck the Oyster,False,False
Hamilton Military Watch For MOD,Hamilton,1600,https://www.shucktheoyster.com/portfolio/hamilton-military-watch-for-mod/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/24_004-1.jpg,"DIAL: Matte, black tritium dial, steel tritium hands · CASE: Stainless steel monobloque watch · DIAMETER: 36mm · MOVEMENT: High grade, manual wind movement · STRAP: Gray textile strap · CONDITION: Overall, the watch is in excellent condition. Dial and hands appear to be in very good condition. Both dial and hands show original radium luminous. The lume has assumed an amazing, homogeneous patina. The watch case appears to be in very good condition, unpolished. The recently serviced watch is in excellent running condition, keeping accurate time (275°, +4s/d). The watch comes from a collector in Spain.",Shuck the Oyster,False,False
Heuer Autavia 'Skipper' 7763 TOP,Heuer,16500,https://www.shucktheoyster.com/portfolio/heuer-autavia-skipper-7763-top/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/40_002-1-1.jpg,"DIAL: Black tritium dial, steel tritium hands, large yachting subdial · CASE: Stainless steel watch case with screwdown caseback, serial: 133513 · DIAMETER: 41mm · MOVEMENT: High grade, calibre Valjoux 92 · BRACELET: Original GF bracelet stamped 1/70 · CONDITION: Overall, the watch is in excellent condition. Dial and hands are flawless. Both retain original tritium, which has aged to an amber colour. The case is in very good condition, unpolished, very sharp and strong. The bezel is in very good condition, turning with the right tension. The movement is super clean. The watch was just serviced by our watchmaker, thus running strong with a high amplitude, keeping accurate time. (; +10/d). The watch comes from a collector in Germany. Absolutely stunning, investment grade condition.",Shuck the Oyster,False,False
Heuer Camaro 'Champion' Vintage Chronograph 73443 RARE,Heuer,20000,https://www.shucktheoyster.com/portfolio/heuer-camaro-champion-vintage-chronograph-73443-rare/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/32_003-1-2.jpg,"DIAL: Black tritium dial, white tritium hands · CASE: Stainless steel watch case with screwdown caseback, serial: 232884 · DIAMETER: 37mm · MOVEMENT: High grade, manual wind movement, cal. Valjoux 7734 · STRAP: New, handmade, calf leather racing strap with Heuer B buckle · CONDITION: Overall, the watch is in very good condition. The original dial is in very good condition. Dial and hands both retain original tritium luminous, that has aged homogenously. The watch case is in excellent condition. The chronograph starts, stops and resets perfectly. The watch was just serviced by our watchmaker, thus in excellent running condition, keeping accurate time (300°, +2s/d). The watch comes from a collector in Germany. A very nice and super rare Camaro in investment grade condition.",Shuck the Oyster,False,False
Heuer Carrera Vintage Chronograph 1158S WOW,Heuer,15000,https://www.shucktheoyster.com/portfolio/heuer-carrera-vintage-chronograph-1158s-wow-3/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/42_010-1.jpg,"DIAL: Silver tritium dial, golden tritium hands · CASE: Solid gold 18k watch case with screwdown caseback, serial: 249100 · DIAMETER: 38mm · MOVEMENT: High grade, automatic cal. 11 · STRAP: New, beige suede leather strap · CONDITION: Overall, the watch is in very good condition. Dial and hands appear to be in excellent condition. Both retain their original tritium luminous.. The watch case appears to be unpolished, in stunning condition. The recently serviced watch runs with a high amplitude over 290°, within 2s/d deviation, thus in very good running condition, keeping accurate time. Rare &amp; beautiful! An absolutely beautiful and rare timepiece in investment grade condition. The watch comes from the son of the first owner in BW, Germany.",Shuck the Oyster,False,False
Heuer Montreal Vintage Chronograph 110.501 NOS,Heuer,5500,https://www.shucktheoyster.com/portfolio/heuer-montreal-vintage-chronograph-110-501-nos/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/31_010-1.jpg,"DIAL: Black tritium dial, white pencil tritium hands · CASE: PVD Coated stainless steel watch case with screwdown caseback · DIAMETER: 42mm · MOVEMENT: High grade, automatic wind, calibre 12 · STRAP: Original rubber strap fitted to the watch case · CONDITION: Overall, the watch is in NOS condition. Hands and dial are flawless. The dial and hands show original tritium lume, which has aged to a nice, even pumpkin colour. The watch case is unpolished, very sharp, in perfect condition. The watch was just serviced, runs with a very high amplitude, keeping very accurate time (275°, +4s/d). The watch comes straight out of a newly found deadstock in Switzerland. Completely unused before. Unbelievable!",Shuck the Oyster,False,False
IWC Doppelchronograph 3713 Vintage Chronograph,IWC,5850,https://www.shucktheoyster.com/portfolio/iwc-doppelchronograph-3713-vintage-chronograph-3/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/22_003-1.jpg,"DIAL: Black tritium dial, steel tritium hands · CASE: Stainless steel watch case with screwdown caseback, serial: 2887315 · DIAMETER: 41mm · MOVEMENT: High grade, automatic IWC wind calibre 79230 · BRACELET: Original IWC pyramid bracelet, max. length 20cm · CONDITION: Overall, the watch is in very good condition. Dial and hands are in near mint condition, almost flawless. The watch case is in very good condition, and appears to be unpolished. The watch was just serviced by our watchmaker, thus in excellent running condition, keeping accurate time (275°, +4s/d). The watch comes with the family of the first owner in Italy. Unpolished example with original bracelet.",Shuck the Oyster,False,False
Omega Seamaster Calendar 168.024,Omega,1750,https://www.shucktheoyster.com/portfolio/omega-seamaster-calendar-168-024-2/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/19_007-1.jpg,"DIAL: Silver dial, steel dauphine hands · CASE: Stainless watch case with screwdown caseback · DIAMETER: 35mm · MOVEMENT: Automatic movement, Omega 564, chronometer grade, serial: 28688109 · BRACELET: Original Omega bracelet 1036/11 · CONDITION: Overall the watch is in very good condition. Dial and hands are in very good condition, showing a homogenous patina. The watch case is in very good condition, unpolished. The movement is in very good condition. The watch was just serviced by our watchmaker, runs with an amplitude over 280°, thus is in very good running condition, keeping very accurate time (+2s/d). The watch comes from a private estate in Spain. Truly beautiful timepiece in excellent condition.",Shuck the Oyster,False,False
Omega Seamaster Calendar 168.024,Omega,1500,https://www.shucktheoyster.com/portfolio/omega-seamaster-calendar-168-024/,https://shucktheoyster.b-cdn.net/wp-content/uploads/2026/03/20_003-1.jpg,"DIAL: Silver dial, steel dauphine hands · CASE: Stainless watch case with screwdown caseback · DIAMETER: 35mm · MOVEMENT: Automatic movement, Omega 564, chronometer grade, serial: 27268739 · STRAP: New, Italian handmade, black pigskin leather strap · CONDITION: Overall the watch is in very good condition. Dial and hands are in very good condition, showing a homogenous patina. The watch case is in very good condition, unpolished. The movement is in very good condition. The watch was just serviced by our watchmaker, runs with an amplitude over 300°, thus is in very good running condition, keeping very accurate time (+2s/d). The watch comes from a private estate in Spain. Truly beautiful timepiece in excellent condition.",Shuck the Oyster,False,False
